0	dislike
1	like
2	http://dbpedia.org/property/author
3	http://dbpedia.org/property/series
4	http://dbpedia.org/property/genre
5	http://dbpedia.org/property/publisher
6	http://dbpedia.org/property/precededBy
7	http://purl.org/dc/terms/subject
8	http://dbpedia.org/property/subject
9	http://dbpedia.org/property/illustrator
10	http://dbpedia.org/property/writers
11	http://dbpedia.org/property/artists
12	http://dbpedia.org/property/letterers
13	http://dbpedia.org/property/director
14	http://dbpedia.org/property/screenplay
15	http://dbpedia.org/property/starring
16	http://dbpedia.org/property/cinematography
17	http://dbpedia.org/property/producer
18	http://dbpedia.org/property/distributor
19	http://dbpedia.org/property/editor
20	http://dbpedia.org/property/category
21	http://dbpedia.org/property/company
22	http://dbpedia.org/property/magazine
23	http://dbpedia.org/property/studio
24	http://dbpedia.org/property/network
25	http://dbpedia.org/property/writer
26	http://dbpedia.org/property/place
27	http://dbpedia.org/property/characters
28	http://dbpedia.org/property/setting
29	http://dbpedia.org/property/filmAdaption
30	http://dbpedia.org/property/political
31	http://dbpedia.org/property/title
32	http://dbpedia.org/property/editors
33	http://dbpedia.org/property/creators
34	http://dbpedia.org/property/narrated
35	http://dbpedia.org/property/currentMembers
36	http://dbpedia.org/property/formerMembers
37	http://dbpedia.org/property/creator
38	http://dbpedia.org/property/published
39	http://dbpedia.org/property/authors
40	http://dbpedia.org/property/subGenre
41	http://dbpedia.org/property/coAuthor
